Gene	Chromo	Start	Finish	Function	ArabidopsisID	SunflowerID	AgravTajimaD	GravTajimaD	D01TajimaD	H01TajimaD	D03TajimaD	H02TajimaD	D04TajimaD	H05TajimaD	AgravGravOutlier	AgravGravOutlierStringent	D01H01outlier	D01H01outlierStringent	D03H02outlier	D03H02outlierStringent	D04H05outlier	D04H05outlierStringent	SummaryOutlierGenes	SummaryOutlierGenesStringent	ParallelGenes	ParallelGenesStringent	ParallelArchitectureGenes	ParallelArchitectureGenesStringent
SAUR22	tig00252723	12360	12599	Signalling	AT5G18050	XP_022021381.1	0.935071	1.446032	0.437535	0.883957	1.559327	1.361587	2.747948	1.946017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR23_1	tig00036402	9503	19098	Signalling	AT5G18060	XP_022022369.1	-1.289753	-1.260785	-1.392509	-0.892922	0.275998	-0.163677	-0.057365	-0.233	1	0	0	0	1	0	0	0	1	0	0	0	0	0
SAUR23_2	tig00251650	29698	66404	Signalling	AT5G18060	XP_022022369.1	-0.891519	-0.974928	-0.753158	-0.283172	0.400324	-0.236955	0.034352	0.123678	1	1	1	1	1	1	1	1	3	3	1	1	1	1
SAUR24	tig00080993	2517	14262	Signalling	AT5G18080	XP_021970972.1	-0.593043	-0.579963	-0.627315	-0.352754	0.476904	0.524873	0.83515	1.016684	1	0	1	0	1	1	1	1	3	2	1	0	1	0
SAUR25_1	tig00010636	56418	71013	Signalling	AT4G13790	XP_022005372.1	-0.897628	-0.956886	-1.075106	-0.767101	0.140359	-0.469386	-0.497675	-0.467916	1	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR25_2	tig00114775	442	4963	Signalling	AT4G13790	XP_022005372.1	0.221835	-0.095605	-0.874533	0.275147	1.256519	0.185844	0.958657	0.736537	1	0	1	0	0	0	1	0	2	0	0	0	0	0
SAUR25_3	tig00246175	76161	80268	Signalling	AT4G13790	XP_022005372.1	-0.448366	-0.487556	-0.70283	-0.359433	0.813964	-0.089737	0.167592	-0.029542	1	0	1	0	1	0	1	0	3	0	1	0	1	0
SAUR25_4	tig00251971	12126	12356	Signalling	AT4G13790	XP_022005372.1	0.936462	0.584804	0.527438	0.576298	0.060777	1.211361	1.222321	0.846963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR25_5	tig00261128	5229	27527	Signalling	AT4G13790	XP_022005372.1	-0.701852	-0.684426	-0.766044	-0.853598	0.273667	-0.308778	-0.31046	-0.212683	1	0	1	1	1	0	1	0	3	1	1	0	1	0
SAUR25_6	tig01931055	44578	44811	Signalling	AT4G13790	XP_022005372.1	0.023224	-0.054373	0.370256	1.051445	1.249169	1.155889	1.502012	1.51027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR26_1	tig00051936	7194	7316	Signalling	AT3G03850	XP_022033195.1	-0.495607	-0.850516	-0.899959	-0.7039	-0.119065	-0.262548	-0.377435	-0.333753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR26_2	tig00054076	2926	3111	Signalling	AT3G03850	XP_022033195.1	-0.585347	-1.272603	-1.818025	-1.506082	0.502321	-1.24981	-1.741926	-1.564536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR26_3	tig00058681	33323	33430	Signalling	AT3G03850	XP_022033195.1	-0.011047	-0.773337	-0.496902	0.566458	0.083508	-1.115829	0.483591	0.530977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR26_4	tig00075044	6891	9906	Signalling	AT3G03850	XP_022033195.1	-1.066543	-0.93276	-0.689107	-0.882977	-0.179568	0.062342	-0.265176	-0.158261	0	0	1	0	1	1	1	0	3	1	1	0	0	0
SAUR26_5	tig00084319	8769	8966	Signalling	AT3G03850	XP_022033195.1	-1.539899	-1.316743	-1.251307	-0.973037	1.099304	-0.759099	-0.462298	-1.207967	0	0	1	0	1	1	0	0	2	1	0	0	0	0
SAUR26_6	tig00118990	8747	8917	Signalling	AT3G03850	XP_022033195.1	-0.885637	-0.439885	-1.599422	-0.399346	0.094184	-1.27823	-0.661156	-0.041041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR26_7	tig00251648	22601	32711	Signalling	AT3G03850	XP_022033195.1	-0.301523	-0.213498	-0.833554	0.26343	0.167222	0.015702	0.252014	-0.063146	1	0	1	1	1	0	1	1	3	2	1	0	1	0
SAUR26_8	tig01929192	11558	30550	Signalling	AT3G03850	XP_022033195.1	0.423217	0.461873	-1.156609	0.332787	1.042161	0.845199	1.092037	0.908341	1	0	1	1	1	0	1	0	3	1	1	0	1	0
SAUR27_1	tig00087020	8464	8663	Signalling	AT3G03840	XP_022023101.1	0.819889	0.951161	1.330673	1.913752	2.422231	1.654476	1.926212	2.390941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR27_2	tig00087020	14952	24892	Signalling	AT3G03840	XP_022023101.1	-0.463353	-0.415763	-1.494117	-0.765857	-0.538137	0.163428	0.584503	-0.357391	1	0	1	0	1	0	0	0	2	0	0	0	0	0
SAUR27_3	tig00075681	12090	12296	Signalling	AT3G03840	XP_022023101.1	3.353769	3.088587	2.020015	2.672931	3.178801	3.339774	2.190271	2.330885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR27_4	tig00251110	94085	95812	Signalling	AT3G03840	XP_022023101.1	-1.624896	-1.730475	-2.071627	-2.106257	0.893217	-1.010002	-0.929778	-1.198739	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR27_5	tig00257399	16074	16338	Signalling	AT3G03840	XP_022023101.1	-1.076361	-0.759106	-1.847429	1.397697	-0.071854	-0.30383	-0.833555	-0.336041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR28_1	tig00019540	357	8512	Signalling	AT3G03830	XP_022022770.1	-0.070353	-0.052973	-0.732204	-0.46153	1.060837	0.580607	0.852395	0.802056	1	0	1	0	1	1	1	0	3	1	1	0	1	0
SAUR28_2	tig01937358	7484	7684	Signalling	AT3G03830	XP_022022770.1	1.128304	0.497088	-0.273813	1.022428	1.184549	0.293498	0.499678	1.005604	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR29	tig00062651	12914	13069	Signalling	AT3G03820	XP_022032078.1	1.180479	1.833368	-0.6277	0.487489	1.480221	-0.045721	-0.996072	1.819069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR3_1	tig00103360	1489	1770	Signalling	AT4G34790	XP_022010179.1	-0.658065	-0.895208	-1.929582	-0.680465	-0.464904	-0.81313	-1.049399	-1.073807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR3_2	tig01936276	3535	3813	Signalling	AT4G34790	XP_022010179.1	0.332804	-0.106161	-1.115199	-0.399557	1.23236	-0.200087	-0.054985	-0.380941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR30	tig00047616	35858	36067	Signalling	AT5G53590	XP_021971082.1	0.245585	0.860139	-0.994798	0.297674	0.880224	-0.584613	0.608639	0.301492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR31_1	tig00135635	13319	13813	Signalling	AT4G00880	XP_022023107.1	-0.795958	-0.115196	-1.34919	-1.709597	1.004173	0.363655	0.550176	0.018347	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR31_2	tig01933688	11150	11356	Signalling	AT4G00880	XP_022023107.1	2.431221	2.640057	2.014872	3.058256	2.638866	2.350635	2.508611	2.81891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR32_1	tig00001646	24436	24753	Signalling	AT2G46690	XP_021969558.1	1.955172	1.974461	-0.55153	1.621472	2.243432	2.27292	2.111288	2.056208	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR33_1	tig00002998	3430	3660	Signalling	AT3G61900	XP_022033210.1	1.415625	1.072086	0.861602	1.509324	2.305973	2.301229	2.124877	2.143726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR33_2	tig00043489	28120	28290	Signalling	AT3G61900	XP_022033210.1	-1.496107	-1.452734	-0.308176	0.287814	0.898384	1.219895	1.142907	-0.016949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR33_3	tig00246351	77652	77900	Signalling	AT3G61900	XP_022033210.1	-0.277128	-0.334199	-1.543348	-1.180883	-0.550932	0.061126	-1.415476	-1.200094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR33_4	tig00260636	6483	6686	Signalling	AT3G61900	XP_022033210.1	-0.404474	-0.02625	-1.487719	-0.830502	-0.355143	-0.487443	0.46238	0.900083	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR34	tig00018693	15684	16114	Signalling	AT4G22620	XP_022028700.1	-1.594638	-1.849938	-1.739368	-2.155133	-0.547508	-0.750408	-1.628507	-1.669665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR35_2	tig00263734	5531	6001	Signalling	AT4G12410	XP_022000327.1	1.510278	1.290215	0.251585	0.871625	2.011353	2.561124	1.157188	1.33861	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR37_1	tig00103489	9045	9236	Signalling	AT4G31320	XP_022036143.1	-0.848027	-1.065256	-0.859021	-1.588424	0.566027	-1.245711	0.354387	-0.328094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR37_2	tig00105768	9312	9605	Signalling	AT4G31320	XP_022036143.1	2.422634	2.046441	1.105908	0.992459	2.300629	2.380931	1.929755	1.543795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR38	tig00246749	35863	36339	Signalling	AT2G24400	XP_022036199.1	-1.022142	-1.038819	-1.976832	-0.919318	-0.378592	-1.104629	-0.412951	-2.003569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR39_2	tig01932939	40740	41125	Signalling	AT3G43120	XP_021990701.1	-0.886377	-0.738565	-1.312811	-1.430158	-0.433656	-1.902803	-0.702721	-0.655859	0	0	0	0	1	1	0	0	1	1	0	0	0	0
SAUR4_1	tig00041284	16533	35234	Signalling	AT4G34800	XP_022010184.1	-1.179048	-1.43676	-0.82814	-1.64998	-0.032922	-0.353935	0.094933	-0.285354	1	1	1	0	1	1	1	0	3	1	1	0	1	0
SAUR40_1	tig00024889	18850	19203	Signalling	 AT1G79130	XP_021993431.1	-1.293907	-1.30188	-1.739631	-1.772833	-0.974463	-0.587981	-1.689722	-1.853945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR40_2	tig00026009	49991	50242	Signalling	 AT1G79130	XP_021993431.1	-0.036003	-0.070506	0.684054	0.561067	0.746437	-0.022568	0.900756	0.818083	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR40_3	tig00257483	38588	38800	Signalling	 AT1G79130	XP_021993431.1	1.730872	1.582258	1.572979	1.597004	2.819216	2.812097	2.54757	3.271766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR41_1	tig00247165	58168	63853	Signalling	 AT1G16510	XP_022001653.1	0.79116	0.66534	0.045747	0.687649	1.419082	1.115386	1.830126	1.27091	1	0	1	0	0	0	1	0	2	0	0	0	0	0
SAUR42_1	tig00009800	30450	30758	Signalling	AT2G28085	XP_021990703.1	0.802217	1.209772	-0.831501	-0.059624	1.224682	1.060013	0.421316	0.562392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR42_2	tig00017207	20664	20848	Signalling	AT2G28085	XP_021990703.1	-1.196725	-0.981366	-1.096243	-0.857338	-0.539445	-0.108394	0.597249	0.451207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR43	tig01938314	52221	60789	Signalling	AT5G42410	XP_022036756.1	-0.974505	-1.243854	-0.860816	-0.681985	0.75908	-0.018347	0.259312	0.126025	1	0	1	0	1	0	1	0	3	0	1	0	1	0
SAUR44_1	tig00013032	19134	19358	Signalling	AT5G03310	XP_022031954.1	-1.106174	-1.113546	-1.638127	-0.639288	-0.45682	0.296845	-0.012923	0.652557	0	0	0	0	1	0	0	0	1	0	0	0	0	0
SAUR44_2	tig00059976	18115	18339	Signalling	AT5G03310	XP_022031954.1	-0.228066	-0.19437	-2.234407	-1.146074	0.229151	-1.777541	-0.840397	-0.168427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR44_3	tig00255259	786	1001	Signalling	AT5G03310	XP_022031954.1	0.293555	0.506379	-0.548473	0.68457	0.610535	1.237088	0.576057	0.308879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR45_1	tig00099210	2855	3247	Signalling	AT2G36210	XP_022041985.1	-1.3286	-1.144846	-0.235583	-0.17922	0.82602	0.328046	2.196962	2.74204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR45_2	tig00257049	51490	51882	Signalling	AT2G36210	XP_022041985.1	-1.712115	-2.15373	-2.122269	-2.072844	-1.438853	-0.749688	-0.787276	-1.117923	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR46	tig00007630	28594	28980	Signalling	AT2G37030	XP_021992089.1	-0.110483	0.473611	-0.363309	0.512471	1.003099	1.559214	0.26587	0.949365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR47_1	tig00000308	109428	109601	Signalling	AT3G20220	XP_022006836.1	0.396971	0.316459	-1.191382	-1.076756	-1.466909	-1.47268	-0.783731	-1.522467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR47_2	tig00024261	31058	31267	Signalling	AT3G20220	XP_022006836.1	0.341658	0.724531	-1.214289	-0.291964	-0.744804	-1.638426	1.436581	-1.405956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR48_1	tig00071255	12814	13014	Signalling	AT3G09870	XP_021994668.1	-1.778565	-1.746167	-2.012499	-1.70125	-1.190118	-1.544618	-1.190515	-1.396487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR48_3	tig00251484	66395	75621	Signalling	AT3G09870	XP_021994668.1	-0.763057	-0.603196	-1.093115	-0.362496	0.365068	0.195825	0.175854	0.08482	1	0	1	0	1	0	1	0	3	0	1	0	1	0
SAUR49_1	tig00013352	29429	29635	Signalling	AT4G34750	XP_021999787.1	-0.91223	-0.569487	0.183993	-0.922949	-1.147114	-1.538644	-1.253055	-1.774898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR49_2	tig00124850	30593	30996	Signalling	AT4G34750	XP_021999787.1	0.614822	1.04356	-0.599409	0.408028	1.088525	1.705772	1.025722	1.705642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR5	tig00042312	2514	2807	Signalling	AT4G34810	XP_022023100.1	-1.181682	-1.362867	-0.910056	-0.493141	0.19191	-0.893992	-0.250367	-0.59071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR50	tig00008220	21426	31691	Signalling	AT4G34760	XP_021968917.1	0.501509	0.346447	-0.529528	0.818886	0.162102	-0.434882	0.338265	0.399883	1	1	1	0	0	0	1	1	2	1	0	0	0	0
SAUR51	tig01930488	12678	12878	Signalling	AT1G75580	XP_022006964.1	-1.166768	-0.307653	-1.543175	-1.209408	0.977299	-0.727457	-0.279473	-0.261331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR53	tig00038675	12429	12656	Signalling	AT1G19840	XP_022022477.1	2.755213	2.485209	2.280039	2.312896	1.693755	1.578855	1.023962	0.386737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR54	tig01938171	9226	9495	Signalling	AT1G19830	XP_022010231.1	-1.399295	-1.641584	-0.995389	-1.883841	-0.041637	-1.640241	-1.860803	-1.129738	0	0	0	0	1	1	0	0	1	1	0	0	0	0
SAUR55_1	tig00120255	17073	17255	Signalling	AT5G50760	XP_022016479.1	-0.294981	-0.243926	-0.089191	0.610057	0.438664	1.685035	1.650141	0.812678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR55_2	tig00246249	36049	36231	Signalling	AT5G50760	XP_022016479.1	2.745227	2.780998	2.566796	2.290939	3.515341	1.845442	1.696212	2.085785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR55_3	tig00252201	10372	16323	Signalling	AT5G50760	XP_022016479.1	-0.461869	-0.328812	-0.935499	-0.682799	0.70069	0.226926	-0.438497	-0.224698	1	1	1	0	0	0	1	0	2	0	0	0	0	0
SAUR57	tig00088913	6136	6342	Signalling	AT3G53250	XP_022001576.1	0.07984	-0.077356	-2.030951	-0.47546	-0.880516	-1.789936	-1.17901	-0.957366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR58	tig00263635	10383	10565	Signalling	AT1G43040	XP_022021774.1	-1.783965	-1.753604	-1.713754	-0.76686	-0.854952	-0.799211	-0.99154	-0.390596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR59	tig00250184	78811	78990	Signalling	AT3G60690	XP_022004868.1	-0.501043	-0.592492	-0.760942	-1.760845	0.604402	-0.681781	0.714143	0.792759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR6_1	tig00254805	18610	18828	Signalling	AT2G21210	XP_022033196.1	-0.627419	-0.549629	-0.586907	-1.005955	0.407514	-0.961054	-1.003037	-0.21471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR6_2	tig01930618	19955	20269	Signalling	AT2G21210	XP_022033196.1	-1.444057	-1.546879	-1.605674	-1.128536	-0.218128	-0.733861	-1.294197	-1.568763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR60_1	tig00246173	52664	52993	Signalling	AT1G20470	XP_021995908.1	-0.33056	-1.219111	-1.765711	-1.98741	0.097531	0.067516	-0.955846	0.512588	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR60_2	tig00122866	3443	3601	Signalling	AT1G20470	XP_021995908.1	2.179525	2.905409	1.521903	1.698128	-1.900603	0.778806	2.423843	3.126586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR61_1	tig00246173	86988	87269	Signalling	AT1G29420	XP_021995907.1	-0.775983	-1.259201	-1.516157	-0.353882	0.93725	-0.046068	0.588946	0.24917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR61_2	tig00040623	25989	26330	Signalling	AT1G29420	XP_021995907.1	-0.794602	-0.780239	-1.20681	-1.955939	0.155585	-0.895539	0.666978	-2.039712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR62	tig00259201	15686	15931	Signalling	AT1G29430	XP_022023677.1	-0.358382	-0.556437	-0.676175	-1.107934	1.561992	1.716411	-0.643517	-0.878345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR63	tig00255047	29099	29364	Signalling	AT1G29440	XP_022025264.1	-2.048015	-2.003607	-2.109949	-0.664959	-0.878317	-1.536108	-0.924028	-0.648617	0	0	0	0	0	0	1	0	1	0	0	0	0	0
SAUR64	tig00037744	3105	17528	Signalling	AT1G29450	XP_022021408.1	-1.419509	-1.52078	-1.184216	-1.408138	0.376707	-0.613189	-0.446627	0.039927	1	0	1	0	1	1	1	1	3	2	1	0	1	0
SAUR66_1	tig00003891	102701	103099	Signalling	AT1G29500	XP_021983013.1	-1.463996	-1.427245	-2.361833	-1.126551	-1.126136	-1.612437	-1.410275	-1.166861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR66_2	tig00047956	10235	16794	Signalling	AT1G29500	XP_021983013.1	-0.932242	-0.873499	-1.223909	-0.729889	-1.245415	-0.375302	-1.195868	-0.801273	1	0	0	0	1	0	0	0	1	0	0	0	0	0
SAUR67	tig00112561	6100	6318	Signalling	AT1G29510	OTF85794.1	-1.765202	-1.440751	-1.537375	-0.531628	-0.406737	-0.578357	-0.832715	-0.932035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR69	tig00071188	13361	13813	Signalling	AT5G10990	XP_021995293.1	-1.23738	-1.563655	-2.245231	-2.073251	1.149593	-0.231266	-0.815874	0.128793	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR7_1	tig00085595	12191	12444	Signalling	AT2G21200	XP_021968925.1	-1.075523	-1.28025	-1.083133	-1.24106	-0.336732	-0.078489	-0.416785	0.916069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR7_2	tig00248922	2199	46862	Signalling	AT2G21200	XP_021968925.1	-1.292804	-1.493603	-0.798461	-1.568596	0.363329	-0.024419	0.168794	0.099748	1	1	1	0	1	1	1	1	3	2	1	0	1	0
SAUR70	tig00246762	79084	79290	Signalling	AT5G20810	XP_022040252.1	0.480831	0.256518	-0.279356	-0.987355	0.526764	0.964817	-0.584944	-0.78777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR71_1	tig00043187	2810	43159	Signalling	AT1G56150	OTG02107.1	-0.929248	-0.890505	-1.148528	-0.459106	0.308827	-0.217314	-0.01148	0.050631	1	1	1	0	1	1	1	1	3	2	1	0	1	0
SAUR71_4	tig01928809	3712	4206	Signalling	AT1G56150	OTG02107.1	0.102848	-0.303085	-0.796976	-0.19941	0.411468	0.635112	-0.341599	0.511848	1	0	0	0	1	0	1	0	2	0	0	0	0	0
SAUR72_1	tig00022324	18152	22735	Signalling	AT3G12830	OTG05545.1	-1.120539	-1.000427	-1.649429	-0.687081	-0.308702	-0.383163	-0.546545	0.323615	1	0	0	0	0	0	1	0	1	0	0	0	0	0
SAUR72_2	tig00026666	72448	102795	Signalling	AT3G12830	OTG05545.1	-0.338948	-0.399526	-1.234137	-0.690568	0.845435	0.749342	0.66906	0.293102	1	1	1	0	1	0	1	1	3	1	1	0	1	0
SAUR72_3	tig00068951	2450	2650	Signalling	AT3G12830	OTG05545.1	-1.354673	-0.535703	-1.271664	-0.601687	0.39868	1.393188	-1.104951	-1.726153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR72_4	tig00251969	21625	21964	Signalling	AT3G12830	OTG05545.1	-1.694912	-1.924858	-1.610736	-1.769343	1.414875	-0.704872	0.146211	-0.979513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR73	tig00248971	18394	18762	Signalling	AT3G03847	XP_021986309.1	-1.191083	-0.800442	-1.819477	-0.99951	-0.623307	0.119246	-0.400271	0.713778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR74	tig00027642	20965	21234	Signalling	AT3G12955	XP_022026973.1	0.447772	0.084708	-1.590315	-1.778271	-0.580255	-0.702514	-0.500527	-0.373582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR75_1	tig00030049	17421	46338	Signalling	AT5G27780	XP_022033430.1	-1.377013	-1.54507	-1.283072	-1.078448	0.191204	-0.45321	-0.66613	-0.171916	1	0	1	0	1	1	1	0	3	1	1	0	1	0
SAUR75_2	tig00058127	5259	5621	Signalling	AT5G27780	XP_022033430.1	-1.520513	-1.183643	-0.970022	-1.387028	0.180763	-0.878201	-0.526734	-0.52516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR78	tig00010599	70467	70892	Signalling	AT1G72430	XP_022041527.1	-1.514988	-1.359494	-1.046892	-1.130809	-0.65641	-0.648146	-1.245679	-1.300362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR79_1	tig00252290	13311	13688	Signalling	 AT2G35290	XP_022027021.1	-1.599061	-1.167995	-2.073333	-0.929533	-0.534267	-0.888044	-0.965907	-1.703025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR79_2	tig00253339	6997	7370	Signalling	 AT2G35290	XP_022027021.1	-1.649727	-1.82528	-2.289051	-1.137304	-0.027486	-0.422651	-1.408038	-1.223187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR8_1	tig00249017	51618	51923	Signalling	AT2G16580	XP_022021817.1	-0.10767	-0.978415	-0.631049	-0.660116	1.526654	-0.420643	0.107016	-0.725727	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR9_1	tig00011653	125684	126100	Signalling	AT4G36110	XP_021999551.1	-0.323761	-0.317449	-1.123049	-0.90429	-0.483194	0.975932	0.224452	1.171494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGT1B_1	tig00052346	16948	23530	Signalling	AT4G11260	XP_022000143.1	0.086138	-0.179756	-1.230366	-0.62019	0.97057	0.937615	0.936111	-0.103289	1	0	0	0	1	0	0	0	1	0	0	0	0	0
SGT1B_2	tig00259931	6400	8620	Signalling	AT4G11260	XP_022000143.1	-0.607042	-0.59954	-1.034893	-0.322323	0.487588	0.950058	-1.923596	0.899279	0	0	0	0	1	1	1	0	2	1	0	0	0	0
TIR1_1	tig00002811	41111	50776	Signalling	AT3G62980	XP_022040476.1	-0.456368	-0.374338	-1.596336	-0.624508	-0.374721	-0.188533	0.704794	-0.111372	1	0	1	0	1	1	1	0	3	1	1	0	1	0
TIR1_2	tig00007500	107037	116529	Signalling	AT3G62980	XP_022040476.1	-0.561919	-0.653994	-1.392263	-0.859696	0.226938	-0.483367	-0.035261	0.022777	1	0	1	0	1	0	0	0	2	0	0	0	0	0
TOR_1	tig00047269	8163	36748	Signalling	AT1G50030	XP_022034536.1	-1.170363	-1.32676	-1.205093	-1.117024	0.467322	-0.525592	0.118596	0.279566	1	0	1	0	1	1	1	0	3	1	1	0	1	0
TOR_2	tig00076083	9	15221	Signalling	AT1G50030	XP_022034536.1	-1.553829	-1.701697	-1.418575	-1.073119	0.031033	-0.703063	0.063732	-0.066584	1	1	1	0	1	1	1	0	3	1	1	0	1	0
TPL_1	tig00030983	20565	26366	Signalling	AT1G15750	XP_022039236.1	-1.562336	-1.546319	-1.342372	-1.02745	0.079606	-0.801013	-0.677057	-0.392502	1	0	1	0	0	0	0	0	1	0	0	0	0	0
TPL_2	tig00246514	20567	26477	Signalling	AT1G15750	XP_022039236.1	-1.137336	-1.154581	-1.868638	-1.440445	-0.471209	-1.596144	-1.142521	-1.123452	0	0	0	0	1	1	0	0	1	1	0	0	0	0
TPR1_1	tig00040791	21463	26962	Signalling	AT1G80490	XP_021984316.1	-1.166308	-1.141164	-1.695826	-0.517383	0.166581	-0.768142	-0.452405	-0.770613	1	0	1	0	0	0	0	0	1	0	0	0	0	0
TPR1_2	tig00067157	17240	23039	Signalling	AT1G80490	XP_021984316.1	-1.326176	-1.435599	-1.26675	-1.022959	-0.024099	-0.666114	-0.567891	-0.355661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPR2_1	tig00258084	1233	6569	Signalling	AT3G16830	XP_021974175.1	-0.900441	-0.95231	-1.946487	-1.24105	-0.283636	0.191544	-0.392572	-0.453394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPR2_2	tig01929922	9951	16799	Signalling	AT3G16830	XP_021974175.1	-1.83006	-1.651668	-1.822657	-1.089364	-0.176907	-1.429454	-0.860412	-1.051619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPR3_1	tig00017840	11820	18955	Signalling	AT5G27030	XP_021974175.1	-0.811696	-0.738012	-1.629479	-0.882173	0.997054	-0.292809	1.063627	0.36352	1	0	1	0	1	0	1	1	3	1	1	0	1	0
TPR3_2	tig00253958	8630	15472	Signalling	AT5G27030	XP_021974175.1	-1.492855	-1.519475	-1.534839	-1.311071	-0.069306	-0.555699	-0.751487	-0.930695	0	0	1	0	1	0	0	0	2	0	0	0	0	0
TPR4	tig00248534	71088	78418	Signalling	AT3G15880	XP_021990255.1	-0.860101	-0.536079	-1.597469	-0.060353	0.57342	0.722893	-0.071608	0.341036	1	0	0	0	0	0	1	1	1	1	0	0	0	0
AHA1_1	tig00000793	193588	196848	Gravitropism	AT2G18960	XP_021996864.1	-1.998118	-2.018731	-1.792885	-1.655409	-0.267326	-1.460139	-0.970726	-0.494019	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AHA1_2	tig00013194	23762	27648	Gravitropism	AT2G18960	XP_021996864.1	-1.63869	-1.702169	-1.878179	-1.011047	-0.395022	-0.826128	-0.466511	-0.796937	1	0	1	0	1	0	0	0	2	0	0	0	0	0
